City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
375,Bulawayo,-20.15,28.5833,52.99,16,0,11.56,clear sky
376,Lunenburg,44.3835,-64.3155,71.6,94,100,16.11,overcast clouds
377,Cherskiy,68.75,161.3,60.04,63,97,3.04,overcast clouds
378,Pineville,31.3224,-92.4343,89.89,61,1,5.75,clear sky
379,Jaguaribe,-5.8906,-38.6219,94.03,28,9,8.52,clear sky
380,Sorland,67.667,12.6934,49.86,80,100,12.8,overcast clouds
381,Ikoma,34.6833,135.7,78.01,89,8,3.4,clear sky
382,Dickinson,29.4608,-95.0513,92.17,68,75,1.01,broken clouds
383,Port Lincoln,-34.7333,135.8667,54.66,71,100,15.84,overcast clouds
384,Safford,32.834,-109.7076,94.12,29,1,8.05,clear sky
385,Vardo,70.3705,31.1107,44.8,81,75,24.16,broken clouds
386,Manaure,11.7751,-72.4445,91.96,48,100,21.3,overcast clouds
387,Ullal,12.8,74.85,79.75,89,75,3.44,mist
388,Hovd,48.0056,91.6419,74.95,26,100,4.29,overcast clouds
389,Sunndalsora,62.6754,8.5515,57.25,81,43,6.46,scattered clouds
390,Vanavara,60.34,102.2797,58.05,94,100,3.47,overcast clouds
391,Esil,51.9556,66.4042,75.67,33,1,14.45,clear sky
392,Stephenville,32.2207,-98.2023,91.92,50,40,6.91,scattered clouds
393,Bonfim,3.0833,-59.95,87.33,61,32,3.98,scattered clouds
394,Fortuna,40.5982,-124.1573,65.93,77,40,3.0,scattered clouds
395,Mercedes,-34.6515,-59.4307,71.19,55,98,9.26,overcast clouds
396,Novo Aripuana,-5.1206,-60.3797,97.03,30,92,2.39,overcast clouds
397,Walla Walla,46.0646,-118.343,76.89,38,1,3.0,clear sky
398,Tlapehuala,18.2167,-100.5167,87.62,64,79,0.67,broken clouds
399,Ahipara,-35.1667,173.1667,52.14,89,31,2.66,scattered clouds
400,Dhidhdhoo,6.8833,73.1,83.1,77,99,18.1,overcast clouds
401,Egvekinot,66.3167,-179.1667,40.69,81,97,1.59,overcast clouds
402,Coahuayana,18.7333,-103.6833,91.62,58,100,5.12,overcast clouds
403,Sokolovskoye,45.2583,40.6797,72.03,74,0,13.67,clear sky
404,Walvis Bay,-22.9575,14.5053,58.15,58,0,5.75,clear sky
405,Guerrero Negro,27.9769,-114.0611,81.73,51,7,10.6,clear sky
406,Opuwo,-18.0607,13.84,62.6,22,0,8.63,clear sky
407,Melfi,40.9965,15.6514,79.48,36,0,3.76,clear sky
408,Souris,49.6172,-100.2612,78.66,37,0,4.43,clear sky
409,Ouadda,8.0777,22.4007,68.49,99,100,4.32,overcast clouds
410,Thohoyandou,-22.9456,30.485,53.04,13,0,6.08,clear sky
411,San Fernando,15.0286,120.6898,80.96,95,100,10.54,light rain
412,Katsina,12.9894,7.6006,83.5,56,78,14.5,light rain
413,Abu Kamal,34.4506,40.9171,95.27,31,0,12.39,clear sky
414,Okhotsk,59.3833,143.3,55.65,95,98,4.54,overcast clouds
415,Vila Velha,-20.3297,-40.2925,75.96,71,75,11.5,broken clouds
416,Wagga Wagga,-35.1167,147.3667,43.61,100,100,10.36,light rain
417,Gasa,31.5,34.4667,82.9,67,0,4.23,clear sky
418,Nemuro,43.3236,145.575,63.19,92,100,9.26,overcast clouds
419,Khandyga,62.6667,135.6,57.0,97,11,1.63,few clouds
420,Udachnyy,66.4167,112.4,59.68,71,66,3.87,broken clouds
421,Inhambane,-23.865,35.3833,64.38,72,0,11.5,clear sky
422,Malindi,-3.2175,40.1191,76.32,78,5,16.62,clear sky
423,La Ronge,55.1001,-105.2842,80.85,57,75,6.91,smoke
424,Manado,1.487,124.8455,75.97,94,20,2.3,few clouds
425,La Troncal,-2.4,-79.3333,85.32,43,87,5.41,overcast clouds
426,Faya,18.3851,42.4509,66.72,85,94,11.18,overcast clouds
427,Caldas Novas,-17.7417,-48.625,85.5,21,0,10.04,clear sky
428,Guymon,36.6828,-101.4816,91.35,31,1,19.57,clear sky
429,North Platte,41.1239,-100.7654,89.49,43,1,12.66,clear sky
430,Champoton,19.35,-90.7167,94.84,41,0,2.71,clear sky
431,Worland,44.0169,-107.9554,85.35,32,20,4.61,few clouds
432,Asau,46.4333,26.4,64.4,79,30,3.78,scattered clouds
433,Fairbanks,64.8378,-147.7164,69.76,60,40,3.44,smoke
434,Nazira,26.9167,94.7333,78.93,93,10,3.44,clear sky
435,Roald,62.5833,6.1333,59.16,76,75,6.91,broken clouds
436,Biak,-0.9131,122.8766,73.99,89,96,8.5,overcast clouds
437,Muhos,64.808,25.9931,60.58,65,100,5.77,overcast clouds
438,Alyangula,-13.8483,136.4192,64.27,88,49,2.3,scattered clouds
439,Mpongwe,-13.5091,28.155,65.37,38,0,8.79,clear sky
440,Tuy Hoa,13.0833,109.3,84.2,62,100,12.84,overcast clouds
441,Buala,-8.145,159.5921,79.54,84,31,6.42,light rain
442,Henties Bay,-22.116,14.2845,56.86,72,0,8.08,clear sky
443,Luena,-11.7833,19.9167,58.12,26,3,4.14,clear sky
444,Ziro,27.6333,93.8333,59.76,95,8,2.17,clear sky
445,Rajpipla,21.8667,73.5,82.24,86,100,7.63,overcast clouds
446,Kurilsk,45.2333,147.8833,57.42,91,100,6.02,overcast clouds
447,Tilichiki,60.4667,166.1,57.27,66,100,0.54,overcast clouds
448,Baniyas,35.1819,35.9487,80.89,77,73,8.32,broken clouds
449,Borovskoy,53.8,64.15,77.88,53,83,8.59,broken clouds
450,Zinder,13.8072,8.9881,87.76,51,0,9.22,clear sky
451,Carballo,43.213,-8.691,71.02,88,31,3.49,scattered clouds
452,Jishu,44.3167,126.8,72.27,90,100,4.25,overcast clouds
453,Jiwani,25.05,61.7417,86.7,82,0,22.08,clear sky
454,Arlit,18.7369,7.3853,82.83,58,100,27.02,overcast clouds
455,Nizwa,22.9333,57.5333,83.05,64,82,4.92,broken clouds
456,La Paz,-16.5,-68.15,60.78,21,20,11.5,few clouds
457,Pacific Grove,36.6177,-121.9166,79.43,83,40,4.0,scattered clouds
458,Ingham,42.6,-84.3833,80.17,53,40,6.91,scattered clouds
459,Neuquen,-38.9516,-68.0591,62.49,42,0,9.22,clear sky
460,Quezon,7.7303,125.0989,71.62,96,100,3.6,overcast clouds
461,Los Llanos De Aridane,28.6585,-17.9182,72.12,81,0,19.57,clear sky
462,Raymondville,26.4815,-97.7831,88.21,44,81,14.29,light rain
463,Srednekolymsk,67.45,153.6833,55.99,62,33,9.71,scattered clouds
464,Russell,32.3502,-85.1999,89.38,67,75,6.91,broken clouds
465,Sangar,63.9242,127.4739,56.37,79,37,2.8,scattered clouds
466,Nosy Varika,-20.5833,48.5333,66.97,85,1,3.06,clear sky
467,Pontes E Lacerda,-15.2261,-59.3353,94.69,17,0,5.73,clear sky
468,Xalpatlahuac,17.4667,-98.6167,75.42,61,61,3.06,broken clouds
469,Porto Walter,-8.2686,-72.7439,91.8,28,11,3.58,few clouds
470,Kloulklubed,7.0419,134.2556,82.9,75,100,17.31,overcast clouds
471,That Phanom,16.9364,104.7104,75.13,96,100,14.25,light rain
472,Tinaquillo,9.9186,-68.3047,89.67,88,82,3.38,broken clouds
473,Zonguldak,41.25,31.8333,60.96,91,79,2.24,broken clouds
474,Tupik,54.4253,119.9327,63.32,99,100,3.29,light rain
475,Leh,34.1667,77.5833,62.11,48,37,5.37,scattered clouds
476,Burnie,-41.0667,145.9167,51.93,80,100,11.05,light rain
477,Suifenhe,44.4,131.1667,68.34,93,83,3.18,broken clouds
478,San Andres,12.5847,-81.7006,87.82,70,90,17.27,haze
479,Road Town,18.4167,-64.6167,87.84,74,40,10.36,scattered clouds
480,Chokurdakh,70.6333,147.9167,40.39,74,5,6.91,clear sky
481,Bonthe,7.5264,-12.505,76.64,88,72,8.3,moderate rain
482,Dedza,-14.3779,34.3332,59.5,53,30,2.77,scattered clouds
483,Menongue,-14.6585,17.691,56.46,21,100,5.01,overcast clouds
484,Sam Roi Yot,12.2708,99.872,87.96,71,100,11.56,overcast clouds
485,Satipo,-11.2522,-74.6386,87.44,40,22,2.1,few clouds
486,Castanos,26.7833,-101.4167,80.35,70,64,2.33,broken clouds
487,Ambulu,-8.345,113.6058,73.22,91,14,3.85,few clouds
488,Washougal,45.5826,-122.3534,77.05,55,1,5.75,clear sky
489,Vestmannaeyjar,63.4427,-20.2734,53.6,95,100,20.98,overcast clouds
490,Songea,-10.6833,35.65,65.64,58,98,1.74,overcast clouds
491,Pangody,65.85,74.4859,51.39,66,100,6.46,overcast clouds
492,Surt,31.2089,16.5887,80.47,68,0,12.93,clear sky
493,Tahta,26.7693,31.5021,95.32,25,0,14.05,clear sky
494,Guangshui,31.6199,113.9978,75.43,97,100,5.5,overcast clouds
495,Birjand,32.8663,59.2211,79.27,11,0,6.91,clear sky
496,Jamame,0.0722,42.7506,75.52,78,76,13.0,broken clouds
497,Mozelos,41.8677,-8.3978,86.29,65,33,4.79,scattered clouds
498,Manono,-7.3,27.4167,79.74,29,11,5.55,few clouds
499,Paripiranga,-10.6875,-37.8617,75.54,57,64,15.75,broken clouds
500,Crossville,35.949,-85.0269,83.79,55,1,4.0,clear sky
501,Adelaide,-34.9333,138.6,47.59,90,75,2.3,broken clouds
502,Saint-Pierre,-21.3393,55.4781,69.44,72,0,6.91,clear sky
503,Hofn,64.2539,-15.2082,54.21,89,100,11.65,light rain
504,Salinopolis,-0.6136,-47.3561,83.23,72,29,13.24,scattered clouds
505,Bowen,-20.0167,148.2333,48.42,73,41,3.65,scattered clouds
506,Bandarbeyla,9.4942,50.8122,78.24,82,100,31.61,overcast clouds
507,Pimentel,-6.8367,-79.9342,73.69,75,90,3.0,overcast clouds
508,Brooks,50.5834,-111.8851,80.58,22,0,10.36,clear sky
509,Aksu,41.1231,80.2644,69.6,70,6,6.51,clear sky
510,Zhigalovo,54.8097,105.1578,56.3,89,12,3.49,few clouds
511,Sarh,9.1429,18.3923,75.11,88,40,0.0,scattered clouds
512,Gravdal,68.1214,13.5031,48.09,87,75,8.05,broken clouds
513,Khor,47.8861,134.9464,73.11,81,100,4.45,overcast clouds
514,Gayny,60.3071,54.3241,55.27,90,100,4.83,overcast clouds
515,Cacapava Do Sul,-30.5122,-53.4914,62.8,54,6,4.59,clear sky
516,Ugoofaaru,5.6667,73.0,82.47,77,100,16.24,moderate rain
517,Agirish,61.9247,63.0231,55.78,97,100,5.86,moderate rain
518,Nijar,36.9665,-2.206,83.88,89,0,9.22,clear sky
519,Ithaca,42.4406,-76.4966,77.2,60,75,1.01,broken clouds
520,Churapcha,62.0025,132.4325,58.23,85,100,1.81,overcast clouds
521,Arrifes,37.7667,-25.7,71.85,56,20,12.66,few clouds
522,Hauterive,46.0901,3.4459,79.56,71,0,4.36,clear sky
523,Coracao De Jesus,-16.6853,-44.365,81.32,21,88,7.76,overcast clouds
524,Conceicao Da Barra,-18.5933,-39.7322,74.12,62,100,8.88,overcast clouds
525,Chabahar,25.2919,60.643,88.48,78,0,18.39,clear sky
526,Salinas,36.6777,-121.6555,71.78,48,0,8.48,clear sky
527,Kungurtug,50.5994,97.5228,59.4,68,100,1.05,overcast clouds
528,Fallon,39.4735,-118.7774,89.46,13,40,8.05,smoke
529,Boyolangu,-8.1181,111.8935,74.12,92,98,3.36,overcast clouds
530,Kupang,-10.1667,123.5833,70.84,80,0,5.57,clear sky
531,Tautira,-17.7333,-149.15,78.82,73,34,11.54,scattered clouds
532,Krasnogorodsk,56.8357,28.2822,60.04,72,10,6.17,clear sky
533,Nouakchott,18.0858,-15.9785,76.93,73,28,20.89,scattered clouds
534,Phalaborwa,-23.943,31.1411,58.28,11,0,7.67,clear sky
535,Kaeo,-35.1,173.7833,45.32,96,13,3.13,few clouds
536,Boguchany,58.3814,97.4531,54.75,87,1,2.57,clear sky
537,Port-Gentil,-0.7193,8.7815,75.16,76,97,13.15,overcast clouds
538,Mayo,38.8876,-76.5119,84.74,47,1,1.01,clear sky
539,Santo Tomas,14.1079,121.1414,79.38,96,100,11.79,moderate rain
540,Husavik,66.0449,-17.3389,69.71,70,73,4.68,broken clouds
541,Amapa,1.0,-52.0,82.78,81,100,4.03,overcast clouds
542,Flinders,-34.5833,150.8552,55.38,68,100,1.01,light rain
543,Kismayo,-0.3582,42.5454,76.35,79,11,16.33,few clouds
544,Vieux Fort,13.7167,-60.95,87.12,70,40,19.57,scattered clouds
545,Nhulunbuy,-12.2333,136.7667,70.41,94,75,0.0,broken clouds
546,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,100,90,2.24,fog
547,Itaituba,-4.2761,-55.9836,93.36,62,40,9.22,scattered clouds
548,Vanimo,-2.6741,141.3028,77.9,90,96,4.79,overcast clouds
549,Gao,16.6362,1.637,96.44,31,14,12.59,few clouds
550,Labuhan,-6.8844,112.2051,77.31,81,94,6.87,overcast clouds
551,Hailey,43.5196,-114.3153,82.9,38,1,5.75,clear sky
552,Jimenez,28.3333,-105.4,90.09,26,10,11.23,clear sky
553,Tsumeb,-19.2333,17.7167,45.95,23,0,10.65,clear sky
554,Mnogovershinnyy,53.9353,139.9242,63.18,76,5,1.43,clear sky
555,Poronaysk,49.2167,143.1167,62.51,96,98,0.63,overcast clouds
556,Tingi,-11.3,35.0333,60.13,72,54,2.19,broken clouds
557,Havelock,34.8791,-76.9013,89.02,78,20,5.01,few clouds
558,Gloversville,43.0528,-74.3438,79.52,61,40,4.0,scattered clouds
559,Mount Isa,-20.7333,139.5,51.57,58,100,0.0,overcast clouds
560,Tevriz,57.509,72.4042,70.3,62,76,8.81,broken clouds
561,Rognan,67.0953,15.3878,50.14,91,100,8.32,overcast clouds
562,Camopi,3.1655,-52.3158,81.05,91,15,3.96,few clouds
563,Asbe Teferi,9.0833,40.8667,64.26,80,100,3.2,light rain
564,Camara De Lobos,32.6333,-16.9667,79.72,73,40,18.41,scattered clouds
565,Maceio,-9.6658,-35.7353,80.04,61,40,11.5,scattered clouds
566,Kalevala,65.2,31.1667,51.21,81,100,4.88,overcast clouds
567,Chara,56.9064,118.2631,62.56,96,100,2.68,moderate rain
568,Dhing,26.4667,92.4667,81.99,88,100,4.16,overcast clouds
569,Saint-Michel-Des-Saints,46.6834,-73.9159,72.25,37,73,7.49,broken clouds
570,Heidelberg,-26.5048,28.3592,42.94,56,0,5.08,clear sky
571,Batemans Bay,-35.7167,150.1833,46.9,67,100,5.03,overcast clouds
572,Port Antonio,18.18,-76.4612,92.91,69,100,7.07,overcast clouds
573,Ippy,6.2679,21.2247,70.0,97,100,3.29,overcast clouds
574,Batagay,67.6333,134.6333,53.1,79,6,3.18,clear sky
575,Kuusamo,65.9667,29.1833,50.04,87,40,5.75,scattered clouds
576,Vanderhoof,54.0166,-124.0198,62.08,44,100,14.9,overcast clouds
577,Araouane,18.9048,-3.5265,100.04,22,52,11.65,broken clouds
578,Jepara,-5.1695,105.7044,74.84,93,34,2.55,scattered clouds
579,Meulaboh,4.1363,96.1285,77.16,89,97,3.33,overcast clouds
580,Nelson Bay,-32.7167,152.15,52.11,89,100,1.01,light rain
581,Bella Union,-30.2752,-57.6007,71.51,53,20,7.96,few clouds
582,Zalantun,48.0,122.7167,69.66,93,69,2.73,moderate rain
583,Prince Rupert,54.3161,-130.3201,55.49,85,90,5.75,light rain
584,Shimoda,34.6667,138.95,75.11,83,30,4.27,scattered clouds
585,Tazovskiy,67.4667,78.7,46.69,84,25,12.55,scattered clouds
586,Tremedal,-14.9758,-41.4108,79.18,41,3,10.87,clear sky
587,Dois Corregos,-22.3661,-48.3803,83.55,17,0,8.52,clear sky
588,Kulhudhuffushi,6.6221,73.07,83.01,78,95,17.54,overcast clouds
589,Xuddur,4.1213,43.8894,76.37,62,45,20.38,scattered clouds
590,Leningradskiy,69.3833,178.4167,38.19,81,92,5.37,overcast clouds
591,Masvingo,-20.0637,30.8277,55.89,29,0,5.3,clear sky
592,Sinnamary,5.3833,-52.95,84.85,72,18,11.39,few clouds
593,Paamiut,61.994,-49.6678,42.85,97,100,17.2,light rain
594,Chilca,-12.5211,-76.7372,70.61,78,17,9.37,few clouds
595,Minab,27.1467,57.0801,92.7,62,0,3.87,clear sky
596,Tera,14.0078,0.7531,95.63,33,13,5.7,few clouds
597,Kanniyakumari,8.0833,77.5667,80.04,82,100,23.91,overcast clouds
598,Pierre,44.3683,-100.351,102.99,36,1,5.75,clear sky
599,High Prairie,55.4334,-116.4858,52.9,34,9,18.05,clear sky
600,Nome,64.5011,-165.4064,47.16,70,90,10.36,overcast clouds
601,Ngunguru,-35.6167,174.5,45.16,88,15,6.11,few clouds
602,Noumea,-22.2763,166.4572,60.78,82,17,1.92,few clouds
603,Tinskoy,56.1525,96.9161,54.39,91,3,1.19,clear sky
604,Bhadrak,21.0633,86.5054,83.08,83,100,5.17,heavy intensity rain
605,Antofagasta,-23.65,-70.4,65.21,63,36,6.55,scattered clouds
606,Xiaoweizhai,26.1903,107.5125,70.99,97,97,1.97,light rain
607,Anamur,36.0751,32.8369,82.42,68,45,12.8,scattered clouds
608,Chabua,27.4825,95.1736,80.44,87,10,4.05,clear sky
609,Bubaque,11.2833,-15.8333,80.78,85,24,14.97,few clouds
610,Nouadhibou,20.931,-17.0347,73.38,68,5,19.57,clear sky
611,Mexico,15.0646,120.7198,78.87,95,100,9.8,light rain
612,Sur,22.5667,59.5289,94.64,47,22,11.18,few clouds
613,Thurso,58.5927,-3.5259,57.45,85,70,5.61,broken clouds
614,Bonavista,48.6499,-53.1147,57.2,83,100,11.43,overcast clouds
615,Iquique,-20.2208,-70.1431,60.84,69,20,5.26,few clouds
616,Yaan,7.3833,8.5667,72.91,92,100,6.13,overcast clouds
617,Arvika,59.6553,12.5852,75.9,59,1,7.52,clear sky
618,Iralaya,15.0,-83.2333,87.89,73,7,15.21,clear sky
619,Hemnesberget,66.2333,13.6333,52.52,91,100,7.83,overcast clouds
620,Kenora,49.8167,-94.4337,72.79,88,75,10.36,broken clouds
621,Portland,45.5234,-122.6762,75.88,55,20,4.0,few clouds
622,Long Xuyen,10.3833,105.4167,76.93,92,100,6.33,overcast clouds
623,Khash,28.2211,61.2158,82.74,13,0,7.07,clear sky
624,Odweyne,9.4092,45.064,79.25,41,79,15.01,broken clouds
625,Kaset Sombun,16.2805,101.9542,75.13,95,100,6.62,light rain
626,Antakya,36.2066,36.1572,84.02,82,30,8.66,scattered clouds
627,Mehamn,71.0357,27.8492,44.51,82,100,24.14,overcast clouds
628,Tsaratanana,-16.7833,47.65,64.26,72,0,6.98,clear sky
629,Ayr,55.4627,-4.6339,80.58,50,20,5.75,few clouds
630,Lagoa,39.05,-27.9833,67.26,73,0,11.56,clear sky
631,Calbuco,-41.768,-73.1273,52.81,95,100,9.28,light rain
632,Puerto Colombia,10.9878,-74.9547,89.69,72,95,22.28,overcast clouds
633,Maridi,4.9158,29.4742,70.03,90,100,1.48,light rain
634,Port-Cartier,50.0334,-66.8654,64.62,67,99,5.75,overcast clouds
635,Duobao,30.67,112.6895,76.48,92,99,5.66,overcast clouds
636,Tura,25.5198,90.2201,75.45,97,100,5.64,overcast clouds
637,Tulsipur,28.131,82.2973,76.64,89,100,3.67,overcast clouds
638,Victor Harbor,-35.5667,138.6167,48.2,95,77,0.18,broken clouds
639,Mina,26.0011,-100.5299,90.3,57,100,6.15,overcast clouds
640,Berdigestyakh,62.0989,126.6992,60.48,69,100,1.57,overcast clouds
641,Saint-Andre-Avellin,45.7168,-75.066,77.88,37,15,8.97,few clouds
642,Beyneu,45.3167,55.2,95.36,18,76,15.97,broken clouds
643,Barcelona,41.3888,2.159,92.53,62,0,1.01,clear sky
644,Santiago,-33.4569,-70.6483,84.29,18,100,3.44,overcast clouds
645,Atbasar,51.8,68.3333,69.96,44,1,8.21,clear sky
646,Siderno,38.2779,16.302,81.19,78,1,10.38,clear sky
647,Solnechnyy,50.7214,136.6319,72.81,78,60,2.1,broken clouds
648,Rexburg,43.826,-111.7897,87.78,25,1,12.66,clear sky
649,Yar-Sale,66.8333,70.8333,48.15,66,53,6.31,broken clouds
650,Gizo,-8.103,156.8419,80.55,80,42,4.74,light rain
651,Astoria,46.1879,-123.8313,70.72,73,1,5.01,clear sky
652,Novopavlovka,51.2172,109.2091,55.87,97,12,2.86,few clouds
653,Denia,38.8408,0.1057,89.96,63,0,11.16,clear sky
654,Bardiyah,31.7561,25.0865,79.79,77,0,14.32,clear sky
655,Boda,4.3189,17.4695,70.14,94,100,2.39,overcast clouds
656,Ust-Kuyga,70.0167,135.6,51.55,74,100,4.94,overcast clouds
657,Elesbao Veloso,-6.2019,-42.1403,96.55,21,5,9.64,clear sky
658,Benicarlo,40.4165,0.4271,89.91,68,0,6.82,clear sky
659,Mobaye,4.319,21.1786,72.27,94,100,2.44,light rain
660,Ruteng,-8.6136,120.4721,59.95,91,36,2.73,scattered clouds
661,Oriximina,-1.7656,-55.8661,92.01,44,59,7.99,broken clouds
662,Simbahan,6.3032,120.5836,82.63,79,100,14.94,overcast clouds
663,Naze,28.3667,129.4833,77.31,90,100,25.66,overcast clouds
664,Mastic Beach,40.7668,-72.8521,84.22,52,1,1.99,clear sky
665,Roebourne,-20.7833,117.1333,70.34,34,28,10.87,light rain
666,Owensboro,37.7742,-87.1133,87.64,65,75,4.61,haze
667,Qasigiannguit,68.8193,-51.1922,48.45,87,100,3.98,overcast clouds
668,Novyy Khushet,42.8994,47.5604,84.16,62,20,6.71,few clouds
669,Normandin,48.8333,-72.5321,71.91,46,96,10.36,overcast clouds
