City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ostrovnoy,RU,68.0531,39.5131,41.45,92,100,21.14,overcast clouds
348,Sehithwa,BW,-20.4667,22.7167,39.79,17,0,7.54,clear sky
349,Baghdad,IQ,33.3406,44.4009,87.71,35,0,4.61,clear sky
350,Izvestkovyy,RU,48.9833,131.55,89.26,52,5,2.75,clear sky
351,Itacare,BR,-14.2775,-38.9967,71.49,86,15,11.95,few clouds
352,Shaowu,CN,27.3409,117.4831,89.82,56,0,2.98,clear sky
353,Huarmey,PE,-10.0681,-78.1522,65.14,82,15,8.37,few clouds
354,Lompoc,US,34.6391,-120.4579,77.41,76,75,8.01,broken clouds
355,Anloga,GH,5.7947,0.8973,77.22,82,71,13.65,broken clouds
356,Moreira Sales,BR,-24.0622,-53.0069,56.3,49,0,7.61,clear sky
357,Kuytun,RU,54.3419,101.5036,69.58,47,17,8.7,few clouds
358,Omsukchan,RU,62.5333,155.8,47.71,94,100,5.61,light rain
359,Karratha,AU,-20.7377,116.8463,77.22,26,6,12.73,clear sky
360,Marana,US,32.4367,-111.2254,92.84,66,78,27.65,broken clouds
361,Presque Isle,US,46.6811,-68.0159,57.63,92,75,0.0,broken clouds
362,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.95,97,80,0.47,broken clouds
363,Doka,SD,13.5167,35.7667,69.51,82,100,6.44,overcast clouds
364,Qaqortoq,GL,60.7167,-46.0333,46.9,95,100,4.74,overcast clouds
365,Cervo,ES,43.6702,-7.4101,64.2,92,100,3.53,overcast clouds
366,Porto Novo,BJ,6.4965,2.6036,78.62,80,78,8.43,broken clouds
367,Swinoujscie,PL,53.9105,14.2471,55.98,79,0,9.19,clear sky
368,Sioux Lookout,CA,50.1001,-91.917,73.78,73,40,9.22,smoke
369,Nichinan,JP,31.6,131.3667,83.35,86,100,14.85,light rain
370,Soe,ID,-9.8607,124.284,80.64,25,12,5.37,few clouds
371,Eyl,SO,7.9803,49.8164,78.85,68,83,25.84,broken clouds
372,Agadir,MA,30.4202,-9.5982,68.45,58,10,4.52,clear sky
373,Alta,NO,69.9689,23.2717,44.19,76,90,7.0,overcast clouds
374,Mahajanga,MG,-15.7167,46.3167,66.22,68,20,1.14,few clouds
375,Osa,RU,57.2829,55.4567,55.85,94,2,3.24,clear sky
376,Lundazi,ZM,-12.2929,33.1782,60.15,65,3,5.79,clear sky
377,Sulangan,PH,11.1373,123.7228,84.88,71,100,21.09,light rain
378,Bethel,US,41.3712,-73.414,72.75,80,20,0.0,few clouds
379,The Valley,AI,18.217,-63.0578,82.26,82,0,20.0,clear sky
380,Camacha,PT,33.0833,-16.3333,69.53,83,40,16.11,scattered clouds
381,Namatanai,PG,-3.6667,152.4333,83.66,71,16,6.69,light rain
382,Qaracala,AZ,39.8132,48.9523,80.33,47,21,3.27,few clouds
383,Ugoofaaru,MV,5.6667,73.0,82.63,74,100,16.62,overcast clouds
384,Longyearbyen,SJ,78.2186,15.6401,42.64,87,75,17.27,broken clouds
385,Alegrete,BR,-29.7831,-55.7919,56.97,88,97,7.65,overcast clouds
386,Duluth,US,46.7833,-92.1066,73.18,83,90,1.99,overcast clouds
387,Port Hardy,CA,50.6996,-127.4199,60.98,67,75,5.75,broken clouds
388,Ulaangom,MN,49.9811,92.0667,80.8,30,100,5.39,overcast clouds
389,Berlevag,NO,70.8578,29.0864,43.39,80,99,25.12,light rain
390,Taoudenni,ML,22.6783,-3.9836,97.57,20,0,6.44,clear sky
391,Kabalo,CD,-6.05,26.9167,72.5,39,28,4.18,scattered clouds
392,Marsh Harbour,BS,26.5412,-77.0636,82.67,75,100,7.2,overcast clouds
393,Puerto Colombia,CO,10.9878,-74.9547,80.69,85,53,29.75,broken clouds
394,Diffa,NE,13.3154,12.6113,81.25,65,100,9.31,overcast clouds
395,Haapiti,PF,-17.5667,-149.8667,82.13,65,11,12.8,few clouds
396,Bonthe,SL,7.5264,-12.505,75.9,89,95,6.93,moderate rain
397,Pimenta Bueno,BR,-11.6725,-61.1936,73.81,43,0,3.13,clear sky
398,Ambulu,ID,-8.345,113.6058,81.7,67,7,3.58,clear sky
399,Imbituba,BR,-28.24,-48.6703,59.83,88,2,10.38,clear sky
400,Okato,NZ,-39.2,173.8833,54.43,82,40,7.27,scattered clouds
401,Severobaykalsk,RU,55.65,109.3167,56.39,74,45,3.04,light rain
402,Kumluca,TR,36.3703,30.2869,82.42,64,0,3.36,clear sky
403,Bay Roberts,CA,47.5999,-53.2648,53.33,98,100,7.0,overcast clouds
404,Teruel,ES,40.6667,-0.6667,68.13,35,0,9.95,clear sky
405,Partenit,UA,44.578,34.3446,67.21,75,1,11.32,clear sky
406,French Harbor,HN,16.35,-86.4333,84.2,90,20,1.99,few clouds
407,Vanimo,PG,-2.6741,141.3028,81.82,84,94,4.03,overcast clouds
408,Limbe,CM,4.0242,9.2149,76.24,89,100,7.36,light rain
409,Edd,ER,13.9297,41.6925,85.06,77,100,6.64,overcast clouds
410,Linxia,CN,35.6003,103.2064,76.44,55,99,1.77,overcast clouds
411,Satuk,TR,41.2263,32.3836,60.8,93,69,0.89,light rain
412,Monster,NL,52.0258,4.175,61.95,88,2,1.01,clear sky
413,Piacabucu,BR,-10.4056,-36.4344,73.31,80,0,10.85,clear sky
414,Guiberoua,CI,6.2392,-6.1727,70.34,98,81,3.42,broken clouds
415,Smithers,CA,54.7804,-127.1743,64.72,42,75,8.05,broken clouds
416,Samur,RU,41.8253,48.486,77.47,73,99,8.12,overcast clouds
417,Jutai,BR,-5.1833,-68.9,74.08,69,22,1.41,few clouds
418,Kharar,IN,30.7444,76.6478,82.36,71,100,2.04,overcast clouds
419,Gunjur,GM,13.2019,-16.7339,78.87,89,75,5.75,broken clouds
420,Le Moule,GP,16.3332,-61.3473,77.04,86,6,16.53,clear sky
421,Manzanillo,CU,20.3433,-77.1167,78.91,79,18,10.98,few clouds
422,Oranjemund,NA,-28.55,16.4333,53.67,40,1,8.81,clear sky
423,Taltal,CL,-25.4,-70.4833,56.3,77,22,1.81,few clouds
424,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,19.57,scattered clouds
425,Derzhavinsk,KZ,51.1,66.3167,75.0,38,4,9.22,clear sky
426,Porbandar,IN,21.6422,69.6093,82.63,85,100,17.56,overcast clouds
427,Moustheni,GR,40.8667,24.1167,72.45,50,92,4.43,overcast clouds
428,Nantucket,US,41.2835,-70.0995,72.0,83,40,4.61,scattered clouds
429,Kuybysheve,UA,47.358,36.6491,64.31,64,96,14.23,overcast clouds
430,Paragominas,BR,-2.9667,-47.4833,72.05,72,10,3.91,clear sky
431,Bhimunipatnam,IN,17.8833,83.4333,78.31,80,100,14.07,overcast clouds
432,Bud,US,39.447,-86.1758,76.91,82,39,5.79,scattered clouds
433,Pingshan,CN,22.9938,114.7131,90.9,64,6,6.04,clear sky
434,Sakakah,SA,29.9697,40.2064,85.57,28,0,11.05,clear sky
435,Mbekenyera,TZ,-10.0,38.9833,61.84,94,35,2.53,scattered clouds
436,Faanui,PF,-16.4833,-151.75,77.95,68,10,14.81,clear sky
437,Xining,CN,36.6167,101.7667,74.16,52,76,0.96,broken clouds
438,Pecos,US,31.4229,-103.4932,93.29,24,1,9.22,clear sky
439,Mangan,IN,27.5167,88.5333,83.07,77,14,3.18,few clouds
440,Codrington,AU,-38.2667,141.9667,46.22,86,100,11.05,overcast clouds
441,Kavieng,PG,-2.5744,150.7967,84.22,71,43,11.7,light rain
442,Dobrljin,BA,45.1533,16.4775,60.69,87,0,1.68,clear sky
443,Xiaoyi,CN,34.6178,109.703,86.0,57,100,8.05,light rain
444,Fereydun Kenar,IR,36.6864,52.5225,83.73,70,100,9.57,overcast clouds
445,Husavik,IS,66.0449,-17.3389,53.51,76,74,4.94,broken clouds
446,Maniitsoq,GL,65.4167,-52.9,40.42,97,100,15.84,moderate rain
447,Diamantino,BR,-14.4086,-56.4461,71.13,38,0,3.02,clear sky
448,Marang,MY,5.2056,103.2059,78.71,75,99,2.35,light rain
449,Solnechnyy,RU,50.7214,136.6319,90.14,50,39,5.26,scattered clouds
450,Dunedin,NZ,-45.8742,170.5036,54.81,53,9,7.0,clear sky
451,Nago,JP,26.5881,127.9761,82.56,95,100,36.42,light rain
452,Willowmore,ZA,-33.2926,23.4895,37.67,92,100,3.0,overcast clouds
453,Kruisfontein,ZA,-34.0033,24.7314,43.88,77,100,6.76,overcast clouds
454,Maridi,SS,4.9158,29.4742,66.65,96,61,2.68,light rain
455,Morant Bay,JM,17.8815,-76.4093,83.82,83,27,9.86,scattered clouds
456,Lingao,CN,19.9103,109.6859,84.45,74,75,18.28,broken clouds
457,Nova Venecia,BR,-18.7106,-40.4006,61.92,90,66,3.69,broken clouds
458,Sao Filipe,CV,14.8961,-24.4956,74.12,86,11,7.65,few clouds
459,Taguatinga,BR,-12.3857,-46.5711,75.51,38,17,9.95,few clouds
460,Saldanha,ZA,-33.0117,17.9442,37.45,72,0,9.4,clear sky
461,Jalu,LY,29.0331,21.5482,77.85,62,0,15.39,clear sky
462,Angoche,MZ,-16.2325,39.9086,71.62,85,90,3.44,overcast clouds
463,Snasa,NO,64.2457,12.3778,49.91,97,100,5.03,overcast clouds
464,Oum Hadjer,TD,13.2954,19.6966,75.04,78,95,5.66,overcast clouds
465,Yumen,CN,40.2833,97.2,86.09,29,50,12.71,scattered clouds
466,Mtinko,TZ,-4.55,34.85,56.53,83,4,12.15,clear sky
467,Hammerfest,NO,70.6634,23.6821,43.25,75,90,9.22,overcast clouds
468,Sooke,CA,48.3746,-123.7276,73.42,51,72,11.48,broken clouds
469,Gemena,CD,3.25,19.7667,69.19,98,100,2.53,overcast clouds
470,Sisimiut,GL,66.9395,-53.6735,42.62,94,100,2.44,light rain
471,Samana,DO,19.2056,-69.3369,79.27,87,46,9.69,scattered clouds
472,Bacolod,PH,10.6667,122.95,82.65,83,91,23.24,moderate rain
473,Zapolyarnyy,RU,69.4154,30.8136,41.67,84,100,23.26,overcast clouds
474,Dera Ismail Khan,PK,31.8327,70.9024,94.86,40,2,3.6,clear sky
475,Sungairaya,ID,0.7,108.9,85.89,71,76,8.28,broken clouds
476,Miri,MY,4.4148,114.0089,84.34,79,20,2.3,few clouds
477,Clyde River,CA,70.4692,-68.5914,37.63,93,90,6.91,mist
478,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,62.17,45,0,6.64,clear sky
479,Hays,US,30.0502,-98.0336,78.42,91,2,3.0,clear sky
480,Plouzane,FR,48.3833,-4.6167,71.69,77,0,8.05,clear sky
481,Olbia,IT,40.9214,9.4856,73.45,56,0,6.91,clear sky
482,Salisbury,GB,51.0693,-1.7957,67.33,84,58,2.3,broken clouds
483,Xihe,CN,31.6864,113.4659,82.9,81,82,9.46,broken clouds
484,Tautira,PF,-17.7333,-149.15,82.42,68,2,11.14,clear sky
485,Dromolaxia,CY,34.8761,33.586,78.66,88,0,3.44,clear sky
486,Ypsonas,CY,34.6884,32.9574,77.76,94,75,3.44,haze
487,Torbat-E Jam,IR,35.244,60.6225,81.64,18,0,7.9,clear sky
488,Moussoro,TD,13.6408,16.4901,78.89,70,100,11.79,overcast clouds
489,Pierre,US,44.3683,-100.351,97.72,37,1,1.01,clear sky
490,Acarau,BR,-2.8856,-40.12,79.16,80,3,18.63,clear sky
491,Taywarah,AF,33.35,64.4167,59.09,34,78,5.01,broken clouds
492,Nanzhang,CN,31.7765,111.8386,80.44,86,86,6.11,overcast clouds
493,Severodvinsk,RU,64.5635,39.8302,44.71,89,20,5.1,light rain
494,Severo-Yeniseyskiy,RU,60.3725,93.0408,69.76,47,0,2.15,clear sky
495,Maceio,BR,-9.6658,-35.7353,74.64,78,20,4.61,few clouds
496,Ponta Delgada,PT,37.7333,-25.6667,65.12,82,75,4.61,broken clouds
497,Manyana,BW,-23.4,21.7167,32.5,43,0,8.08,clear sky
498,Yar-Sale,RU,66.8333,70.8333,54.5,57,100,8.46,overcast clouds
499,Kuvandyk,RU,51.4781,57.3552,71.55,70,100,2.68,overcast clouds
500,Udalguri,IN,26.7667,92.1333,83.1,83,94,9.89,overcast clouds
501,Camocim,BR,-2.9022,-40.8411,78.39,78,12,15.84,few clouds
502,Aykhal,RU,66.0,111.5,68.61,38,67,7.38,broken clouds
503,Hanchuan,CN,30.65,113.7667,84.31,73,59,7.23,broken clouds
504,Abonnema,NG,4.7084,6.7931,77.29,88,100,5.75,overcast clouds
505,Sterling,US,39.0062,-77.4286,73.92,64,20,5.99,few clouds
506,Colares,PT,38.7992,-9.4469,68.29,77,62,1.99,broken clouds
507,Sidi Ali,DZ,36.0998,0.4206,73.36,66,0,2.64,clear sky
508,Mount Isa,AU,-20.7333,139.5,76.77,22,10,9.22,clear sky
509,Tigil,RU,57.8,158.6667,68.25,65,93,9.15,overcast clouds
510,Khatra,IN,22.9833,86.85,81.79,83,100,15.21,moderate rain
511,Ust-Maya,RU,60.4167,134.5333,78.8,47,99,1.39,overcast clouds
512,Palaikastron,GR,35.2,26.25,77.43,69,0,29.1,clear sky
513,Pasighat,IN,28.0667,95.3333,88.38,68,4,2.64,clear sky
514,Cedar City,US,37.6775,-113.0619,68.97,75,90,6.91,overcast clouds
515,Tambura,SS,5.6,27.4667,67.23,97,81,2.86,broken clouds
516,Altamira,BR,-3.2033,-52.2064,73.54,73,6,2.13,clear sky
517,Novorozhdestvenskaya,RU,45.8619,39.9542,65.98,92,90,3.65,overcast clouds
518,Bagdarin,RU,54.4333,113.6,72.72,58,11,3.29,few clouds
519,Kloulklubed,PW,7.0419,134.2556,88.3,76,54,16.82,broken clouds
520,Morehead,US,37.2711,-87.1764,77.11,86,1,0.0,clear sky
521,Port Said,EG,31.2565,32.2841,80.58,78,20,11.5,few clouds
522,Amahai,ID,-3.3333,128.9167,80.37,78,55,5.37,broken clouds
523,Azare,NG,11.6765,10.1948,75.09,82,100,6.64,overcast clouds
524,Bowen,AU,-20.0167,148.2333,75.42,60,38,10.56,scattered clouds
525,Puerto Quijarro,BO,-17.7833,-57.7667,71.94,31,0,1.43,clear sky
526,Inirida,CO,3.8653,-67.9239,73.53,97,100,1.3,overcast clouds
527,Mount Darwin,ZW,-16.7725,31.5838,57.29,54,36,3.89,scattered clouds
528,Canyon,US,34.9803,-101.9188,83.64,44,0,13.96,clear sky
529,Tazovskiy,RU,67.4667,78.7,48.36,69,95,2.15,overcast clouds
530,Sinfra,CI,6.6167,-5.9167,72.77,98,93,4.34,overcast clouds
531,Peterhead,GB,57.5058,-1.7981,56.44,92,5,3.38,clear sky
532,Gat,IL,31.61,34.7642,76.41,100,61,5.14,broken clouds
533,Pontal Do Parana,BR,-25.6533,-48.5128,57.09,93,7,2.89,clear sky
534,Umm Kaddadah,SD,13.6017,26.6876,82.06,56,78,10.47,broken clouds
535,Storforshei,NO,66.4043,14.5233,46.65,97,94,4.72,overcast clouds
536,Marivan,IR,35.5219,46.176,68.72,36,0,4.0,clear sky
537,Atocha,BO,-20.9333,-66.2333,41.95,26,0,2.13,clear sky
538,Gravelbourg,CA,49.8834,-106.5512,86.27,43,77,10.63,broken clouds
539,Novobirilyussy,RU,56.9514,90.6661,70.36,52,19,6.44,few clouds
540,Xinye,CN,32.5186,112.3522,80.71,83,94,13.78,overcast clouds
541,San Marcos,US,33.1434,-117.1661,83.86,80,90,4.0,haze
542,Port-Cartier,CA,50.0334,-66.8654,63.75,72,100,4.5,overcast clouds
543,Topolobampo,MX,25.6,-109.05,92.1,51,75,10.36,broken clouds
544,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.65,50,84,2.26,broken clouds
545,Aspindza,GE,41.5739,43.2483,60.35,98,89,3.62,overcast clouds
546,San Francisco,US,37.7749,-122.4194,83.82,80,20,3.0,few clouds
547,Liwale,TZ,-9.7667,37.9333,65.75,79,80,2.3,broken clouds
548,Sembakung,ID,3.8167,117.25,84.13,65,95,2.91,overcast clouds
549,Tsiroanomandidy,MG,-18.7667,46.0333,54.91,72,3,2.15,clear sky
550,Araouane,ML,18.9048,-3.5265,92.82,30,33,8.39,scattered clouds
551,Moyale,KE,3.5167,39.0584,62.02,78,6,8.16,clear sky
552,Beringovskiy,RU,63.05,179.3167,47.43,92,100,9.89,overcast clouds
553,Sorland,NO,67.667,12.6934,49.78,75,100,11.61,overcast clouds
554,Itainopolis,BR,-7.4469,-41.4783,75.87,51,3,9.57,clear sky
555,Ondjiva,AO,-17.0667,15.7333,48.97,34,0,7.18,clear sky
556,Lucea,JM,18.451,-78.1736,84.06,84,95,6.69,overcast clouds
557,Kalat,PK,29.0225,66.5916,70.45,52,0,2.57,clear sky
558,Kirakira,SB,-10.4544,161.9205,84.13,72,70,9.13,broken clouds
559,Prabumulih,ID,-3.45,104.25,83.21,68,60,4.27,broken clouds
560,Stepnyak,KZ,52.8339,70.7803,71.69,41,0,8.16,clear sky
561,Harper,LR,4.375,-7.7169,75.58,84,100,12.15,light rain
562,Rognan,NO,67.0953,15.3878,48.34,93,100,6.15,overcast clouds
563,Ouallam,NE,14.3188,2.0866,85.59,53,63,15.1,broken clouds
564,Sur,OM,22.5667,59.5289,91.27,56,0,8.37,clear sky
565,Grand Gaube,MU,-20.0064,57.6608,70.38,70,16,7.0,light rain
566,Nexo,DK,55.0607,15.1306,62.69,72,0,6.55,clear sky
567,Tuatapere,NZ,-46.1333,167.6833,50.83,65,15,5.46,few clouds
568,Coahuayana,MX,18.7333,-103.6833,83.68,85,98,0.36,overcast clouds
569,Sao Sepe,BR,-30.1606,-53.5653,53.55,82,88,4.85,overcast clouds
570,Ati,TD,13.2154,18.3353,76.78,77,74,5.39,broken clouds
571,Ishigaki,JP,24.3448,124.1572,78.93,100,75,29.93,mist
572,Tiarei,PF,-17.5333,-149.3333,82.42,67,1,12.53,clear sky
573,Beloha,MG,-25.1667,45.05,64.42,85,7,4.52,clear sky
574,Tucupita,VE,9.0622,-62.051,74.68,98,97,3.27,overcast clouds
575,Sucua,EC,-2.4667,-78.1667,65.48,96,99,3.24,overcast clouds
576,Penarroya-Pueblonuevo,ES,38.3,-5.2667,77.11,24,0,2.91,clear sky
577,New Plymouth,NZ,-39.0667,174.0833,55.06,83,34,1.79,scattered clouds
578,Santa Isabel,BR,-23.3156,-46.2214,59.4,94,18,1.52,few clouds
579,Matay,EG,28.419,30.7792,80.08,52,0,7.11,clear sky
580,Kalmunai,LK,7.4167,81.8167,82.13,64,85,10.29,light rain
581,Winona,US,43.9666,-91.7668,78.35,78,40,0.0,scattered clouds
582,Chemal,RU,51.4111,86.005,66.13,99,100,2.44,overcast clouds
583,Umm Lajj,SA,25.0213,37.2685,83.7,62,50,5.3,scattered clouds
584,Olafsvik,IS,64.8945,-23.7142,52.16,97,100,11.5,light rain
585,Kiunga,PG,-6.1219,141.2906,75.76,92,99,4.43,overcast clouds
586,Tura,IN,25.5198,90.2201,80.42,87,41,5.03,scattered clouds
587,Kochubey,RU,44.3861,46.5825,73.56,83,100,4.97,overcast clouds
588,Odweyne,SO,9.4092,45.064,73.27,50,80,20.89,broken clouds
589,San Cristobal,VE,7.7669,-72.225,73.58,98,100,3.53,overcast clouds
590,Bireun,ID,5.203,96.7009,83.59,62,98,3.36,overcast clouds
591,Kotra,IN,25.8167,79.3167,82.42,81,100,9.55,moderate rain
592,Rocha,UY,-34.4833,-54.3333,49.23,78,85,7.63,overcast clouds
593,Flinders,AU,-34.5833,150.8552,57.18,67,90,4.0,overcast clouds
594,Te Anau,NZ,-45.4167,167.7167,49.96,72,10,3.2,clear sky
595,Houma,US,29.5958,-90.7195,84.2,78,6,1.99,clear sky
596,Mogadouro,PT,41.3403,-6.7119,61.79,62,100,4.25,overcast clouds
597,Salalah,OM,17.0151,54.0924,78.89,94,90,9.22,light intensity drizzle
598,Saint-Francois,FR,46.4154,3.9054,58.44,91,0,3.44,clear sky
599,Seminole,US,28.7086,-81.2081,83.62,86,1,4.61,clear sky
600,Aquiraz,BR,-3.9014,-38.3911,83.21,66,7,17.05,clear sky
601,Moerai,PF,-22.4333,-151.3333,73.85,73,33,15.75,scattered clouds
602,Banjarmasin,ID,-3.3244,114.591,78.94,63,99,3.06,overcast clouds
603,Antalaha,MG,-14.9003,50.2788,68.34,85,51,8.28,light rain
604,Marawi,PH,7.9986,124.2928,77.11,70,89,9.46,overcast clouds
605,Smidovich,RU,48.6,133.8167,88.59,62,66,6.2,broken clouds
606,Cordoba,AR,-31.4135,-64.1811,61.75,44,0,1.01,clear sky
607,Nurota,UZ,40.5614,65.6886,68.09,23,0,6.71,clear sky
608,Auki,SB,-8.7676,160.7034,83.97,71,37,4.29,scattered clouds
609,Pacific Grove,US,36.6177,-121.9166,79.81,84,75,4.0,broken clouds
610,Dieppe,FR,49.75,1.1667,62.22,72,27,5.82,scattered clouds
611,Churapcha,RU,62.0025,132.4325,76.95,43,100,1.79,overcast clouds
612,Pawai,IN,24.2667,80.1667,82.56,77,76,2.46,broken clouds
613,Bubaque,GW,11.2833,-15.8333,80.29,86,100,15.84,light rain
614,Labrea,BR,-7.2586,-64.7981,76.06,56,23,2.13,few clouds
615,Honningsvag,NO,70.9821,25.9704,44.58,78,100,23.22,overcast clouds
616,Chumphon,TH,10.3333,98.8333,82.38,80,99,9.44,overcast clouds
617,Sinnamary,GF,5.3833,-52.95,78.6,87,53,8.63,broken clouds
618,Bardiyah,LY,31.7561,25.0865,77.59,83,0,11.81,clear sky
619,Sturgeon Falls,CA,46.3646,-79.9326,64.89,73,92,2.51,overcast clouds
620,Hay River,CA,60.8156,-115.7999,58.98,94,90,9.22,moderate rain
621,Do Gonbadan,IR,30.3586,50.7981,80.69,69,0,0.0,clear sky
622,Cam Ranh,VN,11.9214,109.1591,87.76,51,40,4.61,scattered clouds
623,Tambovka,RU,50.0969,128.0489,82.51,52,27,13.87,scattered clouds
624,Touros,BR,-5.1989,-35.4608,74.3,85,11,13.56,few clouds
625,Vestmanna,FO,62.1564,-7.1664,45.52,100,20,6.91,fog
626,Calvinia,ZA,-31.4707,19.776,33.89,71,0,8.97,clear sky
627,Batagay-Alyta,RU,67.8006,130.4114,71.13,37,45,6.82,scattered clouds
628,Carballo,ES,43.213,-8.691,63.82,92,86,3.27,overcast clouds
629,Belgorod,RU,50.61,36.58,56.03,71,0,6.71,clear sky
630,Kismayo,SO,-0.3582,42.5454,76.73,74,64,19.37,broken clouds
631,Bahraich,IN,27.5833,81.6,83.43,78,96,6.53,overcast clouds
632,Lata,PT,40.1629,-8.3327,60.06,96,99,0.72,overcast clouds
633,Madang,PG,-5.2246,145.7966,81.93,80,100,6.55,overcast clouds
634,Xingyi,CN,24.1877,102.817,68.59,86,93,1.83,overcast clouds
635,Maragogi,BR,-9.0122,-35.2225,73.6,84,36,10.87,scattered clouds
636,Turukhansk,RU,65.8167,87.9833,63.43,77,100,3.62,overcast clouds
637,Sistranda,NO,63.7256,8.834,53.91,86,100,13.67,overcast clouds
638,Manutuke,NZ,-38.6833,177.9167,53.98,73,44,8.39,scattered clouds
639,Opuwo,NA,-18.0607,13.84,54.59,29,0,8.61,clear sky
640,Ouargaye,BF,11.5033,0.0572,78.17,67,76,11.59,broken clouds
641,Marathon,US,44.9,-89.7668,76.75,86,20,5.75,few clouds
642,Richards Bay,ZA,-28.783,32.0377,54.7,37,1,15.28,clear sky
643,Henties Bay,NA,-22.116,14.2845,55.78,73,0,3.65,clear sky
644,Molodizhne,UA,48.1773,32.6601,56.88,77,0,7.87,clear sky
645,Nouadhibou,MR,20.931,-17.0347,67.98,88,0,9.22,clear sky
646,Waingapu,ID,-9.6567,120.2641,83.07,56,16,10.04,few clouds
647,Monchegorsk,RU,67.9397,32.8739,42.04,93,100,12.86,overcast clouds
648,Ontario,US,34.0633,-117.6509,97.88,48,75,4.0,broken clouds
649,Svetlyy,RU,54.675,20.1347,57.25,83,10,7.16,clear sky
650,Yamethin,MM,20.4333,96.15,77.45,88,99,9.44,overcast clouds
651,Bucerias,MX,20.75,-105.3333,81.66,86,96,0.22,overcast clouds
652,Dushanbe,TJ,38.5577,68.7797,76.82,38,20,4.47,few clouds
653,Jiayuguan,CN,39.8167,98.3,84.58,29,8,8.05,clear sky
654,Mitsamiouli,KM,-11.3847,43.2844,76.91,63,13,11.48,few clouds
655,High Level,CA,58.5169,-117.136,59.11,94,90,5.75,moderate rain
656,Saint-Augustin,CA,51.226,-58.6502,48.52,92,100,14.32,overcast clouds
657,Sile,TR,41.1754,29.6133,70.57,67,1,7.81,clear sky
658,Goderich,CA,43.7501,-81.7165,64.9,68,99,3.44,overcast clouds
659,San Policarpo,PH,12.1791,125.5072,87.76,62,100,14.32,light rain
660,Paola,IT,39.3599,16.0396,76.21,84,36,3.02,scattered clouds
661,Bandarbeyla,SO,9.4942,50.8122,78.85,72,35,30.8,scattered clouds
662,Sosnovo-Ozerskoye,RU,52.5249,111.5418,70.47,59,0,11.59,clear sky
663,Kurayoshi,JP,35.4333,133.8167,84.02,57,100,3.09,overcast clouds
664,Mizdah,LY,31.4451,12.9801,70.48,70,0,5.75,clear sky
665,San Antonio,US,29.4241,-98.4936,76.28,96,40,5.75,scattered clouds
666,Posyet,RU,42.6508,130.8046,83.84,71,57,5.59,broken clouds
667,Langenzenn,DE,49.5,10.8,59.99,85,0,1.14,clear sky
668,Aksarka,RU,66.5606,67.7975,54.36,52,100,7.0,overcast clouds
669,Pangnirtung,CA,66.1451,-65.7125,46.4,87,75,10.36,broken clouds
670,Zhaotong,CN,27.3167,103.7167,70.48,77,35,2.06,scattered clouds
671,Umea,SE,63.8284,20.2597,50.92,76,71,9.22,broken clouds
672,Bilibino,RU,68.0546,166.4372,65.91,34,91,1.97,overcast clouds
673,Eydhafushi,MV,5.1033,73.0708,81.57,78,99,14.36,overcast clouds
674,Awjilah,LY,29.1081,21.2869,77.23,65,0,14.16,clear sky
675,Hervey Bay,AU,-25.2986,152.8535,73.04,74,23,8.08,few clouds
676,Uvaly,CZ,50.0739,14.7308,61.99,81,0,0.0,clear sky
677,Kudahuvadhoo,MV,2.6708,72.8944,83.08,71,84,10.76,broken clouds
678,Gashua,NG,12.871,11.0482,81.0,64,100,11.12,overcast clouds
679,Boralday,KZ,43.3578,76.8594,67.86,64,20,0.0,few clouds
680,Silver City,US,32.7701,-108.2803,66.16,86,75,4.0,light rain
681,Bokovskaya,RU,49.229,41.8306,63.05,74,89,11.72,overcast clouds
682,Opochka,RU,56.7105,28.6617,53.49,94,24,6.08,few clouds
683,Arkhangelskoye,RU,55.8549,35.3287,52.39,75,89,7.65,overcast clouds
684,Baykit,RU,61.67,96.37,72.82,49,50,2.68,scattered clouds
685,Sirjan,IR,29.452,55.6814,76.87,20,0,1.9,clear sky
686,Fangshan,CN,39.6983,115.9925,82.26,61,95,3.78,overcast clouds
