City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Griffith,US,2021-07-21 13:02:44,41.5284,-87.4237,69.12,82,90,3.0
294,Upernavik,GL,2021-07-21 13:02:45,72.7868,-56.1549,43.52,71,100,4.16
295,Lensk,RU,2021-07-21 13:02:45,60.7253,114.9278,66.99,63,39,3.69
296,Blind River,CA,2021-07-21 13:02:46,46.1834,-82.9582,62.85,54,0,7.27
297,Sivakasi,IN,2021-07-21 13:02:46,9.45,77.8167,89.92,45,100,16.28
298,Lazaro Cardenas,MX,2021-07-21 13:02:47,17.9583,-102.2,77.68,86,33,5.32
299,Buala,SB,2021-07-21 13:02:48,-8.145,159.5921,79.2,84,86,5.55
300,Goba,ET,2021-07-21 13:02:48,7.0167,39.9833,56.73,87,79,4.09
301,Damietta,EG,2021-07-21 13:02:49,31.4165,31.8133,85.55,57,0,13.96
302,San Jose,US,2021-07-21 13:00:05,37.3394,-121.895,59.7,84,1,3.0
303,Camacari,BR,2021-07-21 13:00:16,-12.6975,-38.3242,79.47,60,20,9.08
304,Cockburn Town,TC,2021-07-21 13:02:50,21.4612,-71.1419,81.57,78,44,19.06
305,Vallenar,CL,2021-07-21 13:02:50,-28.5708,-70.7581,65.95,26,79,0.56
306,Kismayo,SO,2021-07-21 13:02:51,-0.3582,42.5454,80.71,71,42,19.75
307,Gat,IL,2021-07-21 13:01:04,31.61,34.7642,90.81,42,0,15.41
308,Cairns,AU,2021-07-21 13:02:51,-16.9167,145.7667,64.35,78,96,6.91
309,Santa Rosalia,MX,2021-07-21 13:02:52,27.3167,-112.2833,83.37,58,100,1.77
310,Avarua,CK,2021-07-21 13:02:53,-21.2078,-159.775,75.25,94,40,9.22
311,Chapais,CA,2021-07-21 13:02:53,49.7834,-74.8492,60.71,49,27,5.37
312,Tiksi,RU,2021-07-21 13:02:54,71.6872,128.8694,38.37,94,76,3.62
313,Temirtau,KZ,2021-07-21 13:02:54,50.0544,72.9483,77.25,37,13,15.26
314,Banjar,ID,2021-07-21 13:02:55,-8.19,114.9675,80.46,81,97,5.14
315,Anadyr,RU,2021-07-21 13:02:55,64.75,177.4833,44.01,93,100,4.72
316,Ashland,US,2021-07-21 13:02:56,40.8167,-82.2665,67.87,85,42,10.67
317,Wuwei,CN,2021-07-21 13:02:56,37.9281,102.6414,80.91,34,10,6.96
318,Altay,CN,2021-07-21 13:02:57,47.8667,88.1167,84.06,24,49,7.18
319,Santo Antonio Do Ica,BR,2021-07-21 13:02:58,-3.1022,-67.9397,76.26,69,85,3.36
320,Rio Grande,BR,2021-07-21 13:02:58,-32.035,-52.0986,46.94,56,0,10.83
321,Saint-Pierre,RE,2021-07-21 13:02:58,-21.3393,55.4781,76.64,74,20,20.71
322,Avera,US,2021-07-21 13:02:59,33.194,-82.5271,74.75,90,100,6.82
323,Alofi,NU,2021-07-21 13:03:00,-19.0595,-169.9187,75.61,77,100,18.48
324,Hatillo,PR,2021-07-21 13:03:00,18.4863,-66.8254,86.09,74,0,17.81
325,Halmstad,SE,2021-07-21 13:03:01,56.6745,12.8568,71.94,61,0,10.36
326,Chifeng,CN,2021-07-21 13:03:01,42.2683,118.9636,77.23,62,100,10.67
327,Sao Joao Da Barra,BR,2021-07-21 13:03:02,-21.6403,-41.0511,66.58,65,100,2.66
328,Yumen,CN,2021-07-21 13:03:02,40.2833,97.2,83.08,32,100,12.03
329,Itoman,JP,2021-07-21 13:03:03,26.1247,127.6694,82.42,89,75,27.63
330,Haines Junction,CA,2021-07-21 13:03:03,60.7522,-137.5108,48.02,91,88,3.62
331,Guarapari,BR,2021-07-21 13:03:04,-20.6667,-40.4975,70.47,61,5,2.86
332,Gweta,BW,2021-07-21 13:03:05,-20.1833,25.2333,76.37,15,0,7.74
333,Turkmenabat,TM,2021-07-21 13:03:05,39.0733,63.5786,105.04,10,90,18.25
334,Saint-Junien,FR,2021-07-21 13:03:06,45.8833,0.9,86.85,32,0,5.53
335,Port Huron,US,2021-07-21 13:00:03,42.9709,-82.4249,66.06,75,75,10.0
336,Yerbogachen,RU,2021-07-21 13:03:07,61.2767,108.0108,62.91,71,93,3.85
337,Dunedin,NZ,2021-07-21 13:03:07,-45.8742,170.5036,46.8,73,100,1.99
338,Hayden,US,2021-07-21 13:03:08,47.766,-116.7866,64.44,55,40,14.97
339,Poya,NC,2021-07-21 13:03:08,-21.35,165.15,65.39,79,8,4.43
340,At-Bashi,KG,2021-07-21 13:03:09,41.1702,75.8106,60.37,61,100,7.29
341,Airai,TL,2021-07-21 13:03:09,-8.9266,125.4092,57.67,78,6,2.26
342,Zhigansk,RU,2021-07-21 13:03:10,66.7697,123.3711,60.13,57,5,8.95
343,Tricase,IT,2021-07-21 13:03:10,39.9304,18.3553,90.32,49,0,19.15
344,Baruun-Urt,MN,2021-07-21 13:03:11,46.6806,113.2792,82.62,36,60,7.16
345,Dongzhen,CN,2021-07-21 13:03:12,22.3797,110.9389,76.64,98,100,3.13
346,Vaghodia,IN,2021-07-21 13:03:12,22.3,73.3833,85.86,74,75,9.22
347,Kollam,IN,2021-07-21 12:59:54,8.8833,76.6,82.27,85,100,14.23
348,Dingzhou,CN,2021-07-21 13:03:13,38.5131,114.9956,71.8,95,100,8.19
349,Kavieng,PG,2021-07-21 13:03:13,-2.5744,150.7967,82.02,79,94,9.73
350,Challans,FR,2021-07-21 13:03:14,46.8436,-1.8749,86.97,29,100,12.62
351,Lagoa,PT,2021-07-21 13:03:14,39.05,-27.9833,67.48,76,84,14.94
352,Ridgecrest,US,2021-07-21 13:03:15,35.6225,-117.6709,85.64,31,75,5.01
353,Vila Franca Do Campo,PT,2021-07-21 13:03:16,37.7167,-25.4333,72.01,68,26,9.91
354,Laguna,US,2021-07-21 13:03:16,38.421,-121.4238,71.2,72,1,1.99
355,Chimore,BO,2021-07-21 13:03:17,-16.9833,-65.1333,68.79,58,100,1.43
356,Vilyuysk,RU,2021-07-21 13:03:17,63.7553,121.6247,63.23,69,100,4.18
357,Esperance,AU,2021-07-21 13:03:18,-33.8667,121.9,55.24,82,100,30.71
358,Black River,JM,2021-07-21 13:03:18,18.0264,-77.8487,86.0,58,6,3.71
359,Chapleau,CA,2021-07-21 13:01:54,47.8405,-83.4034,58.87,56,0,4.16
360,Port Lincoln,AU,2021-07-21 12:59:19,-34.7333,135.8667,52.23,59,100,19.8
361,Codrington,AU,2021-07-21 13:03:19,-38.2667,141.9667,44.98,92,100,9.22
362,Namatanai,PG,2021-07-21 13:03:20,-3.6667,152.4333,78.76,86,100,5.17
363,Marabba,SD,2021-07-21 13:03:20,12.35,32.1833,82.06,61,100,7.0
364,Nhulunbuy,AU,2021-07-21 13:03:21,-12.2333,136.7667,72.21,78,91,6.91
365,Taywarah,AF,2021-07-21 13:03:21,33.35,64.4167,72.09,14,14,20.98
366,Carmelo,UY,2021-07-21 13:03:22,-33.9892,-58.2856,53.17,56,6,7.63
367,Amarante Do Maranhao,BR,2021-07-21 13:03:22,-5.5667,-46.7422,87.98,45,0,6.91
368,Lompoc,US,2021-07-21 13:02:25,34.6391,-120.4579,63.1,90,90,5.75
369,Jaciara,BR,2021-07-21 13:03:03,-15.9653,-54.9683,76.42,19,0,2.46
370,Tarakan,ID,2021-07-21 13:03:23,3.3,117.6333,80.1,89,40,4.61
371,Salalah,OM,2021-07-21 13:03:24,17.0151,54.0924,79.77,86,78,13.35
372,Miramar,US,2021-07-21 13:01:27,25.9873,-80.2323,87.06,86,90,4.0
373,Bouillante,GP,2021-07-21 13:03:24,16.1304,-61.7692,83.43,69,18,12.53
374,Bardiyah,LY,2021-07-21 13:03:25,31.7561,25.0865,84.79,59,1,20.13
375,Sechura,PE,2021-07-21 13:03:25,-5.5569,-80.8222,65.62,82,0,9.66
376,Omboue,GA,2021-07-21 13:03:26,-1.5746,9.2618,80.44,65,69,11.43
377,Tequila,MX,2021-07-21 13:03:26,20.8833,-103.8333,68.97,95,100,3.13
378,North Myrtle Beach,US,2021-07-21 13:03:27,33.816,-78.68,78.35,94,90,5.75
379,Gayeri,BF,2021-07-21 13:03:27,12.6497,0.4931,92.59,41,100,6.08
380,Mahanoro,MG,2021-07-21 13:03:28,-19.9,48.8,73.42,69,0,5.7
381,Charters Towers,AU,2021-07-21 13:03:29,-20.1,146.2667,56.66,37,7,9.66
382,Ayan,RU,2021-07-21 13:03:29,56.45,138.1667,58.64,93,12,8.93
383,Volgo-Kaspiyskiy,RU,2021-07-21 13:03:30,46.2031,47.9187,102.18,22,40,15.66
384,Shimoda,JP,2021-07-21 13:03:30,34.6667,138.95,75.11,85,11,1.81
385,Fez,MA,2021-07-21 13:03:31,34.0372,-4.9998,98.85,19,0,3.44
386,Coahuayana,MX,2021-07-21 13:03:32,18.7333,-103.6833,75.09,85,99,4.83
387,San Rafael,AR,2021-07-21 13:03:32,-34.6177,-68.3301,50.68,27,100,1.88
388,Chicama,PE,2021-07-21 13:03:33,-7.8447,-79.1469,65.53,80,7,3.67
389,Warrnambool,AU,2021-07-21 13:03:34,-38.3833,142.4833,45.81,88,100,10.87
390,Namibe,AO,2021-07-21 13:03:34,-15.1961,12.1522,74.53,61,3,14.07
391,Iqaluit,CA,2021-07-21 13:00:00,63.7506,-68.5145,44.33,81,75,2.3
392,Hirara,JP,2021-07-21 13:03:35,24.8,125.2833,82.54,88,100,52.9
393,Yulara,AU,2021-07-21 13:03:35,-25.2406,130.9889,66.56,37,0,11.48
394,Kimberley,ZA,2021-07-21 13:02:01,-28.7323,24.7623,54.0,16,0,14.05
395,Sola,VU,2021-07-21 13:03:35,-13.8833,167.55,79.21,80,21,10.54
396,Los Llanos De Aridane,ES,2021-07-21 13:03:36,28.6585,-17.9182,73.15,77,20,14.97
397,Sereflikochisar,TR,2021-07-21 13:03:36,38.9393,33.5386,92.73,24,1,7.34
398,Lovozero,RU,2021-07-21 13:03:37,68.005,35.0117,45.32,87,100,15.12
399,Togur,RU,2021-07-21 13:03:37,58.3631,82.8265,72.81,63,44,2.93
400,Chara,RU,2021-07-21 13:03:38,56.9064,118.2631,68.16,63,97,3.6
401,Portland,US,2021-07-21 12:58:45,45.5234,-122.6762,56.21,87,0,1.5
402,Jacareacanga,BR,2021-07-21 13:03:38,-6.2222,-57.7528,85.51,39,0,3.51
403,Labuhan,ID,2021-07-21 13:03:39,-6.8844,112.2051,80.92,74,32,7.29
404,Ribeira Grande,PT,2021-07-21 13:03:39,38.5167,-28.7,73.8,60,40,13.8
405,Ahipara,NZ,2021-07-21 13:03:40,-35.1667,173.1667,56.05,93,100,5.64
406,Fortuna,US,2021-07-21 13:03:40,40.5982,-124.1573,55.33,73,90,1.99
407,Ihosy,MG,2021-07-21 13:03:41,-22.4,46.1167,72.0,56,1,9.86
408,Quatre Cocos,MU,2021-07-21 13:03:41,-20.2078,57.7625,68.09,74,100,22.08
409,Itaunja,IN,2021-07-21 13:03:42,27.0833,80.9167,87.78,75,98,8.34
410,Axim,GH,2021-07-21 13:03:42,4.8699,-2.2405,80.28,63,82,7.81
411,Kalanguy,RU,2021-07-21 13:03:42,51.0167,116.5167,71.1,85,99,6.8
412,Westport,US,2021-07-21 13:03:43,41.1415,-73.3579,78.89,77,75,1.01
413,Jinchang,CN,2021-07-21 13:03:43,38.4953,102.1739,85.21,29,26,4.5
414,Iskateley,RU,2021-07-21 13:03:44,67.6803,53.1512,59.07,75,100,9.8
415,Batsfjord,NO,2021-07-21 13:03:44,70.6345,29.7185,52.02,73,99,27.94
416,Olafsvik,IS,2021-07-21 13:03:44,64.8945,-23.7142,53.26,79,7,14.76
417,Verkhnetulomskiy,RU,2021-07-21 13:03:45,68.6073,31.7962,53.73,78,100,12.41
418,Placido De Castro,BR,2021-07-21 13:03:45,-10.3353,-67.1856,71.94,37,0,4.14
419,Forestville,US,2021-07-21 12:59:13,38.8451,-76.875,81.48,76,1,1.01
420,North Bend,US,2021-07-21 13:03:46,43.4065,-124.2243,53.85,99,75,0.0
421,Kvitok,RU,2021-07-21 13:03:46,56.0724,98.4813,64.69,96,100,10.02
422,Faya,SA,2021-07-21 13:03:47,18.3851,42.4509,63.12,79,75,11.36
423,Juba,SS,2021-07-21 13:03:47,4.8517,31.5825,90.0,40,100,3.69
424,Kapuskasing,CA,2021-07-21 13:03:47,49.4169,-82.4331,61.81,53,5,5.19
425,Copiapo,CL,2021-07-21 13:03:48,-27.3667,-70.3333,67.82,22,1,0.74
426,Nantucket,US,2021-07-21 13:03:48,41.2835,-70.0995,78.91,99,90,8.05
427,Maniitsoq,GL,2021-07-21 13:03:49,65.4167,-52.9,44.29,79,25,4.63
428,Ozu,JP,2021-07-21 13:03:49,33.5,132.55,72.97,90,100,5.95
429,Constitucion,CL,2021-07-21 13:01:21,-35.3333,-72.4167,54.52,77,100,2.86
430,Fort Nelson,CA,2021-07-21 13:03:50,58.8053,-122.7002,53.19,100,75,0.0
431,Tuy Hoa,VN,2021-07-21 13:02:54,13.0833,109.3,83.73,69,92,15.86
432,Bathsheba,BB,2021-07-21 13:03:50,13.2167,-59.5167,82.89,66,98,16.62
433,Tres Arroyos,AR,2021-07-21 13:03:51,-38.3739,-60.2798,48.96,55,100,6.69
434,San Julian,MX,2021-07-21 13:03:51,21.0167,-102.1667,56.35,83,25,3.0
435,Verkhoyansk,RU,2021-07-21 13:03:52,67.5447,133.385,61.23,59,100,8.12
436,Sisimiut,GL,2021-07-21 13:03:52,66.9395,-53.6735,45.7,77,56,6.73
437,Besao,PH,2021-07-21 13:03:52,17.095,120.8579,61.72,98,100,2.37
438,Palmer,US,2021-07-21 13:03:53,42.1584,-72.3287,73.51,74,90,5.75
439,Prado,BR,2021-07-21 12:59:07,-17.3411,-39.2208,75.13,60,93,10.71
440,Acarau,BR,2021-07-21 13:03:53,-2.8856,-40.12,85.39,53,1,16.08
441,Kholodnyy,RU,2021-07-21 13:03:54,62.7167,147.95,61.36,86,100,3.76
442,Paramonga,PE,2021-07-21 13:03:54,-10.6667,-77.8333,63.97,83,27,7.4
443,San Rafael Del Sur,NI,2021-07-21 13:03:54,11.8485,-86.4384,79.77,75,12,13.76
444,Ostrovnoy,RU,2021-07-21 13:03:55,68.0531,39.5131,51.12,66,98,16.22
445,Gondanglegi,ID,2021-07-21 13:03:55,-7.7479,112.0132,75.29,85,7,13.02
446,Hohhot,CN,2021-07-21 13:03:55,40.8106,111.6522,74.5,65,83,7.87
447,Tilichiki,RU,2021-07-21 13:03:56,60.4667,166.1,51.31,86,87,5.35
448,Sistranda,NO,2021-07-21 13:03:56,63.7256,8.834,57.16,72,8,19.26
449,Port Hedland,AU,2021-07-21 13:03:57,-20.3167,118.5667,71.65,94,31,10.36
450,Yarada,IN,2021-07-21 13:03:57,17.65,83.2667,80.92,89,90,11.5
451,Inhambane,MZ,2021-07-21 13:03:58,-23.865,35.3833,80.92,45,11,7.74
452,Rivne,UA,2021-07-21 13:03:58,50.6231,26.2274,74.84,53,40,11.18
453,Araouane,ML,2021-07-21 13:03:59,18.9048,-3.5265,107.55,18,8,19.93
454,Fomboni,KM,2021-07-21 13:03:59,-12.28,43.7425,78.21,72,3,8.9
455,Springbok,ZA,2021-07-21 13:02:15,-29.6643,17.8865,48.58,45,0,9.13
456,Camacha,PT,2021-07-21 13:04:00,33.0833,-16.3333,74.16,60,20,12.66
457,Guadalajara,MX,2021-07-21 13:01:04,20.6667,-103.3333,64.78,99,100,0.92
458,Galesong,ID,2021-07-21 13:04:00,-5.3166,119.3661,77.02,83,100,5.97
459,Beringovskiy,RU,2021-07-21 13:04:01,63.05,179.3167,48.22,79,100,7.52
460,Acajutla,SV,2021-07-21 13:04:01,13.5928,-89.8275,81.52,69,3,5.17
461,Salta,AR,2021-07-21 13:00:40,-24.7859,-65.4117,60.03,26,0,1.59
462,Nome,US,2021-07-21 13:04:02,64.5011,-165.4064,46.47,93,90,14.97
463,Trinidad,BO,2021-07-21 13:04:02,-14.8333,-64.9,67.71,35,0,5.44
464,Rafaela,AR,2021-07-21 13:04:02,-31.2503,-61.4867,54.05,49,0,4.0
465,Waipawa,NZ,2021-07-21 13:04:03,-41.4122,175.5153,52.45,83,100,6.82
466,Leeton,AU,2021-07-21 13:04:04,-34.5667,146.4,40.01,85,12,2.15
467,Nizwa,OM,2021-07-21 13:04:04,22.9333,57.5333,95.0,41,94,8.7
468,Aklavik,CA,2021-07-21 13:04:04,68.2191,-135.0107,69.89,49,6,3.85
469,Alakurtti,RU,2021-07-21 13:04:05,66.9672,30.3491,54.63,68,100,9.26
470,Usinsk,RU,2021-07-21 13:04:05,65.9939,57.5281,67.86,41,52,3.42
471,Hobyo,SO,2021-07-21 13:04:06,5.3505,48.5268,81.52,70,48,31.74
472,Tambura,SS,2021-07-21 13:04:06,5.6,27.4667,90.86,34,100,6.98
473,Taltal,CL,2021-07-21 13:01:18,-25.4,-70.4833,59.83,61,30,2.04
474,Imeni Poliny Osipenko,RU,2021-07-21 13:04:06,52.4201,136.4853,75.02,80,100,2.19
475,Rocha,UY,2021-07-21 13:04:07,-34.4833,-54.3333,52.03,57,0,4.94
476,Bowen,AU,2021-07-21 13:04:07,-20.0167,148.2333,62.37,57,8,5.75
477,Bereda,ES,2021-07-21 13:04:08,43.2686,-7.5406,63.91,34,0,2.44
478,Esso,RU,2021-07-21 13:04:08,55.9333,158.7,52.0,81,93,4.56
479,Cam Ranh,VN,2021-07-21 13:04:08,11.9214,109.1591,87.76,58,75,10.36
480,Mount Gambier,AU,2021-07-21 13:04:09,-37.8333,140.7667,43.03,93,100,5.82
481,Saint Anthony,US,2021-07-21 13:04:09,45.0205,-93.218,68.14,82,1,1.01
482,Coihaique,CL,2021-07-21 13:01:04,-45.5752,-72.0662,39.81,98,100,2.44
483,Skibbereen,IE,2021-07-21 13:04:10,51.55,-9.2667,76.8,72,100,12.88
484,Virginia Beach,US,2021-07-21 13:00:51,36.8529,-75.978,81.01,79,9,1.01
485,Alugan,PH,2021-07-21 13:04:10,12.2188,125.4808,82.54,74,100,14.38
486,College,US,2021-07-21 13:01:06,64.8569,-147.8028,61.59,76,100,1.99
487,Beyneu,KZ,2021-07-21 13:04:11,45.3167,55.2,104.32,14,7,6.71
488,Urbana,US,2021-07-21 13:04:11,40.1106,-88.2073,71.11,78,1,1.01
489,Malinovoye Ozero,RU,2021-07-21 13:04:12,51.6753,79.7825,79.66,36,74,11.52
490,Jardim,BR,2021-07-21 13:04:12,-21.4803,-56.1381,67.87,21,0,4.97
491,Hudson Bay,CA,2021-07-21 13:04:12,52.85,-102.3842,65.91,85,49,1.25
492,Gallup,US,2021-07-21 13:04:13,35.5281,-108.7426,61.56,72,1,3.44
493,Hutchinson,US,2021-07-21 13:02:49,38.0608,-97.9298,67.75,91,1,0.0
494,Kavaratti,IN,2021-07-21 13:04:13,10.5669,72.642,82.27,80,100,20.02
495,San Patricio,US,2021-07-21 13:04:14,28.017,-97.5169,82.26,82,95,5.5
496,Vardo,NO,2021-07-21 13:04:14,70.3705,31.1107,52.0,71,75,19.57
497,Santa Isabel Do Rio Negro,BR,2021-07-21 13:04:14,-0.4139,-65.0192,72.18,99,100,0.49
498,Kailua,US,2021-07-21 13:04:15,21.4022,-157.7394,78.78,78,75,12.66
499,Uige,AO,2021-07-21 13:04:15,-7.6087,15.0613,96.39,12,3,2.48
500,Seoul,KR,2021-07-21 12:59:19,37.5683,126.9778,85.39,70,0,2.3
501,Toora-Khem,RU,2021-07-21 13:04:16,52.4675,96.11,71.8,51,52,1.32
502,Sao Filipe,CV,2021-07-21 13:04:16,14.8961,-24.4956,77.14,81,13,4.65
503,San Andres,CO,2021-07-21 13:04:16,12.5847,-81.7006,81.93,84,95,26.11
504,Moundou,TD,2021-07-21 13:04:17,8.5667,16.0833,89.35,50,73,4.83
505,Beloha,MG,2021-07-21 13:04:17,-25.1667,45.05,84.69,32,0,4.43
506,Bourbonnais,US,2021-07-21 13:01:13,41.1417,-87.875,69.03,95,90,3.44
507,Yakeshi,CN,2021-07-21 13:04:18,49.2833,120.7333,73.76,81,9,6.22
508,Bairiki,KI,2021-07-21 13:04:18,1.3292,172.9752,82.4,83,20,5.75
509,Road Town,VG,2021-07-21 13:00:06,18.4167,-64.6167,84.24,74,40,10.36
510,Ordubad,AZ,2021-07-21 13:04:19,38.9059,46.0234,107.69,21,10,10.74
511,Gazli,UZ,2021-07-21 13:04:19,40.1333,63.45,102.47,12,0,20.78
512,Hovd,MN,2021-07-21 13:04:19,48.0056,91.6419,78.89,24,0,5.88
513,Cabra,ES,2021-07-21 13:04:20,37.4725,-4.4421,99.18,16,0,1.99
514,Piet Retief,ZA,2021-07-21 13:04:20,-27.0071,30.8132,67.59,19,0,10.83
515,Vieste,IT,2021-07-21 13:04:21,41.8825,16.175,81.37,56,0,11.27
516,Wakkanai,JP,2021-07-21 13:04:21,45.4094,141.6739,63.64,87,38,10.89
517,Comodoro Rivadavia,AR,2021-07-21 13:02:39,-45.8667,-67.5,46.2,66,100,8.79
518,Manado,ID,2021-07-21 13:04:22,1.487,124.8455,79.57,94,20,0.0
519,Kamaishi,JP,2021-07-21 13:04:22,39.2667,141.8833,72.55,92,100,1.52
520,Petropavlovsk-Kamchatskiy,RU,2021-07-21 13:04:22,53.0452,158.6483,54.01,94,27,2.55
521,Tiznit,MA,2021-07-21 13:04:23,29.5833,-9.5,100.06,16,0,9.42
522,Lubbock,US,2021-07-21 13:04:23,33.6001,-101.8338,68.38,79,20,1.01
523,Shizilu,CN,2021-07-21 13:04:24,35.1711,118.8289,74.03,95,99,9.33
524,Progreso,MX,2021-07-21 13:04:24,21.2833,-89.6667,77.52,88,12,7.87
525,Srednekolymsk,RU,2021-07-21 13:04:25,67.45,153.6833,54.28,83,8,4.12
526,Lobva,RU,2021-07-21 13:04:25,59.1854,60.5185,73.78,60,33,10.54
527,Hasanabad,IR,2021-07-21 13:04:25,36.5465,61.0543,105.89,9,34,18.05
528,Kitgum,UG,2021-07-21 13:04:26,3.2783,32.8867,81.46,51,63,6.67
529,Praxedis Guerrero,MX,2021-07-21 13:04:26,31.3667,-106.0167,77.81,47,0,8.59
530,Krasnovishersk,RU,2021-07-21 13:04:26,60.4078,57.082,76.03,35,9,7.11
531,Balikpapan,ID,2021-07-21 13:02:50,-1.2675,116.8289,78.26,81,100,13.09
532,Garissa,KE,2021-07-21 13:04:27,-0.4536,39.6401,92.19,30,60,21.16
533,Otane,NZ,2021-07-21 13:04:27,-39.8833,176.6333,55.0,87,100,6.78
534,Curvelo,BR,2021-07-21 13:04:28,-18.7564,-44.4308,74.01,47,0,6.29
535,Xinxiang,CN,2021-07-21 13:04:28,35.3089,113.8672,73.47,94,100,8.57
536,Buraydah,SA,2021-07-21 13:04:18,26.326,43.975,113.88,8,26,11.7
537,Lata,PT,2021-07-21 13:04:29,40.1629,-8.3327,82.35,50,6,9.71
538,Razole,IN,2021-07-21 13:04:29,16.4833,81.8333,82.69,93,100,12.41
539,Panguna,PG,2021-07-21 13:04:29,-6.3164,155.4848,68.23,95,77,2.24
540,Murray Bridge,AU,2021-07-21 13:00:09,-35.1167,139.2667,50.49,74,100,8.3
541,Clovis,US,2021-07-21 13:00:32,36.8252,-119.7029,77.85,51,40,4.61
542,Sao Miguel Do Araguaia,BR,2021-07-21 13:04:30,-13.275,-50.1628,87.37,22,0,8.52
543,Alta Floresta,BR,2021-07-21 13:04:30,-9.8756,-56.0861,82.62,29,0,4.97
544,Iralaya,HN,2021-07-21 13:04:31,15.0,-83.2333,81.27,85,100,15.7
545,Chon Buri,TH,2021-07-21 13:04:31,13.3,101.3,87.28,88,100,7.72
546,Surok,RU,2021-07-21 13:04:31,56.4469,48.1214,77.58,37,80,7.74
547,San Juan Del Sur,NI,2021-07-21 13:04:32,11.2529,-85.8705,79.83,82,75,23.09
548,Raudeberg,NO,2021-07-21 13:04:32,61.9875,5.1352,64.18,72,100,6.04
549,Kastrakion,GR,2021-07-21 13:04:32,39.7156,21.6181,94.86,35,88,4.97
550,Barcelos,PT,2021-07-21 13:04:33,41.5388,-8.6151,74.84,53,8,8.7
551,Willmar,US,2021-07-21 13:04:33,45.1219,-95.0433,71.55,87,1,6.91
552,Tateyama,JP,2021-07-21 13:02:00,34.9833,139.8667,82.02,85,14,5.39
553,Nanning,CN,2021-07-21 13:04:34,22.8167,108.3167,79.23,91,100,6.96
554,Kaeo,NZ,2021-07-21 13:04:34,-35.1,173.7833,57.33,96,100,7.74
555,Ambulu,ID,2021-07-21 13:04:34,-8.345,113.6058,74.64,87,16,4.47
556,Lano,NG,2021-07-21 13:04:35,10.1725,11.4715,90.3,49,100,7.61
557,Cayenne,GF,2021-07-21 13:04:35,4.9333,-52.3333,87.1,74,75,5.01
558,Madaoua,NE,2021-07-21 13:04:35,14.073,5.96,94.93,39,93,14.54
559,Kiri Buru,IN,2021-07-21 13:04:36,22.0833,85.35,78.76,88,100,2.37
560,Cabedelo,BR,2021-07-21 13:00:56,-6.9811,-34.8339,79.68,75,22,16.6
561,Superior,US,2021-07-21 13:04:36,46.7208,-92.1041,63.7,85,1,3.44
562,Lianran,CN,2021-07-21 13:04:36,24.9227,102.485,64.83,91,100,2.33
563,Baykit,RU,2021-07-21 13:04:37,61.67,96.37,62.01,75,98,0.92
564,Teknaf,BD,2021-07-21 13:04:37,20.8624,92.3058,81.52,87,100,15.39
565,Lapua,FI,2021-07-21 13:04:37,62.9693,23.0088,66.11,37,85,10.16
566,Yatou,CN,2021-07-21 13:04:38,37.15,122.3833,75.02,87,13,4.81
567,Havoysund,NO,2021-07-21 13:04:38,70.9963,24.6622,48.43,83,100,26.44
568,Zhangye,CN,2021-07-21 13:04:38,38.9342,100.4517,87.51,28,100,1.25
569,Kjollefjord,NO,2021-07-21 13:04:38,70.9457,27.3465,48.25,81,90,19.57
570,Coromandel,BR,2021-07-21 13:04:39,-18.4733,-47.2003,71.01,39,0,10.87
571,Canutama,BR,2021-07-21 13:04:39,-6.5339,-64.3831,78.8,49,5,4.34
572,Berlevag,NO,2021-07-21 13:03:10,70.8578,29.0864,46.35,76,75,24.16
573,Flinders,AU,2021-07-21 13:04:40,-34.5833,150.8552,49.21,77,1,3.0
